age,income,region,job_type,owns_car,amount_spent,score,target
53,54199,West,HR,0,986,0.0,0
45,52006,West,Tech,1,900,0.8742855388572367,0
25,33448,South,Tech,1,940,0.63732915648237,0
44,39224,West,Tech,0,1129,0.7297982558210346,0
23,68316,East,Admin,0,1254,0.1034372072075878,0
34,12511,North,HR,0,971,0.6680945095496198,0
20,72941,North,HR,0,545,0.8021718966422842,0
22,55285,West,HR,1,1136,0.18192579994329225,0
49,75678,South,Tech,0,1400,0.12646936281199062,0
51,58152,East,Sales,1,746,0.26219563889289677,0
30,70457,West,Tech,1,1610,0.9490392560866318,1
34,61561,East,HR,1,613,0.25279573262822835,0
27,54181,North,HR,1,1412,0.4135032757838766,0
53,57158,West,Admin,0,1010,0.066580341642907,0
27,34197,North,Sales,0,701,0.3821794322121383,0
37,52665,West,HR,1,1458,0.9380524847369385,0
65,28961,North,Tech,1,617,0.3965448877683668,0
21,45357,North,Tech,0,1310,0.15236102710092447,0
47,59141,North,Tech,0,223,0.3091122681568133,0
33,71604,South,Sales,1,769,0.9485659866646153,1
62,43507,South,Sales,1,1132,0.8277539683882322,0
30,72523,South,Tech,1,918,0.9017823177414674,1
41,19376,South,Admin,0,1130,0.761543082987353,0
27,36518,North,Tech,0,1143,0.20388972409924228,0
40,30798,North,Tech,1,1256,0.5687374774104043,0
52,61378,West,Sales,1,1654,0.3669605492061016,0
34,77699,South,Sales,0,684,0.36553477073011054,0
55,45908,North,Tech,0,841,0.35785576529153146,0
53,70727,North,HR,0,783,0.04396804144504638,0
31,55935,West,Admin,0,1018,0.9288313090719613,0
58,56665,East,Sales,0,1088,0.7271724262616479,0
47,72696,West,HR,1,1148,0.08786341292077299,0
64,54900,South,Sales,1,637,0.23066895922665756,0
68,69918,South,HR,0,584,0.08352223768682751,0
33,76969,North,Sales,0,772,0.6860984494002882,0
24,73921,North,Admin,1,1141,0.45495822188639545,0
48,76325,West,Sales,1,1200,0.11959899618702494,0
18,40912,South,Tech,1,1375,0.9350732745928156,0
54,44318,South,Tech,0,855,0.33633024447772797,0
32,31337,West,Sales,1,817,0.7160087395839352,0
56,78268,North,Admin,1,867,0.2487796739115033,0
20,47226,East,Sales,0,1373,0.8374780424409102,0
33,65480,West,Admin,0,437,0.10311655867894542,0
22,51076,West,Tech,1,1052,0.1003086995924635,0
57,89025,North,Sales,1,1088,0.2902952408833783,0
30,59783,North,Admin,0,730,0.7538794306136581,0
46,52046,East,Admin,1,1004,1.0,0
47,42263,West,Admin,0,1401,0.5034746226060095,0
44,33066,South,Admin,1,364,0.4085505783692126,0
24,53812,West,Admin,1,814,0.5021147355927907,0
23,66903,East,Admin,1,1147,0.3991677624976676,0
38,50429,East,Tech,0,911,0.5435006583282667,0
49,59608,West,HR,0,1251,0.0,0
45,65795,West,Admin,0,598,0.8392232906836986,0
29,88601,East,Admin,0,1119,0.6277643965421613,0
32,42070,North,HR,1,1005,0.007564377405925502,0
66,62798,West,Sales,1,786,0.15068409900366694,0
50,26245,West,HR,1,1267,0.6296983039167104,0
64,70857,East,Admin,1,707,0.8238063095801593,1
47,61789,North,Tech,1,873,0.4188386366128165,0
54,32623,South,Tech,1,438,0.9806608267094309,0
52,72697,West,HR,1,1152,0.215386134716622,0
33,26660,North,Tech,0,653,0.13379493505853327,0
53,84488,East,Admin,0,1132,0.869506330376007,0
36,55195,West,Tech,0,1004,0.0,0
37,62609,East,HR,0,670,0.032872613194936263,0
27,47787,West,Sales,0,1051,0.5687983039645296,0
44,50427,East,Tech,0,910,0.6460290247139793,0
51,48787,East,Sales,1,1314,0.10489435882582694,0
59,35156,North,Admin,1,1566,0.7441338804485168,0
45,47627,East,HR,0,1447,0.6584754302490031,0
26,54187,North,HR,1,1412,0.2969620495545837,0
41,46274,West,Tech,0,1075,0.6385277187123968,0
34,66109,North,Sales,1,968,0.215435161644927,0
31,43484,East,HR,0,824,0.7898858337832052,0
39,72510,West,HR,0,806,0.9267696722609536,0
41,67921,West,Admin,1,1014,0.9082182718172942,1
41,20089,West,Tech,1,1051,0.14894170236287393,0
58,44411,West,HR,1,1236,0.09287334525888223,0
52,47380,North,HR,1,1510,0.3340031716300371,0
64,33782,South,HR,1,826,0.5804009981950229,0
61,53844,North,Tech,1,1027,0.8501557149122702,0
57,54886,West,Admin,1,879,0.16173325021851306,0
18,57122,East,HR,1,331,0.4074862888632376,0
51,50420,North,HR,0,762,0.5500968113355282,0
40,41638,East,Tech,0,1045,0.6174361005334421,0
20,30584,North,Tech,1,1348,0.27844163196385097,0
28,49011,East,Tech,0,918,0.8457502405623525,0
60,57700,South,Admin,0,350,0.5479412602320153,0
21,53283,South,HR,0,814,0.8461839029261067,0
60,46715,South,Admin,1,688,0.8541753795204556,0
29,51567,South,Admin,0,1067,0.43568373676062433,0
20,39672,North,Sales,1,846,0.23381331926963214,0
25,57615,North,Tech,1,980,0.7135844299566796,1
32,27819,North,Admin,0,1063,0.2949858188146338,0
38,49858,South,Admin,1,1127,0.3232840467285865,0
22,52770,North,Tech,1,746,0.5905102375583359,0
66,43508,South,Sales,1,1136,0.7884157223537994,0
46,60097,North,HR,0,1104,0.717047714924394,0
55,58895,West,Sales,0,544,0.3408685301373111,0
21,40646,North,HR,0,1340,0.947903406142436,0
20,66898,East,Admin,1,1140,0.3192855281187942,0
42,35754,East,Admin,1,1365,0.4544236232802393,0
49,88693,South,Tech,0,1481,0.09600596441222575,0
48,41712,East,HR,1,1063,0.5845932047471748,0
69,58292,East,HR,0,1038,0.4795800333681604,0
29,44409,North,Sales,1,1251,0.5467984650713271,0
53,27119,West,Admin,0,633,0.7079713785165977,0
50,64593,East,Admin,1,1090,0.7393024802030252,1
40,42687,South,Tech,1,989,0.010534046170054389,0
66,58078,East,HR,1,1012,0.043277067275780026,0
19,43220,South,Sales,0,643,0.9296646008417631,0
29,51940,West,Sales,1,1506,0.8615461491544176,0
43,54199,West,HR,0,984,0.0,0
36,46282,South,Tech,0,1030,0.1625481683085028,0
49,73253,East,Admin,0,1350,0.59780612641321,0
28,53110,East,Tech,1,746,0.4770125967311193,0
21,36150,North,Sales,1,747,0.3624173312029374,0
53,44317,South,Tech,0,858,0.5234569207729141,0
35,71618,South,Sales,0,958,1.0,0
51,50728,North,Sales,1,836,0.4073321418892798,0
32,52662,West,HR,1,1454,1.0,0
56,81127,South,Tech,1,1413,0.32348124760794883,0
38,45464,West,Sales,1,1439,0.8688022154481299,0
62,63871,South,Admin,1,651,0.9784028163713543,1
32,43555,South,Admin,1,882,0.9802121290716926,0
17,44432,South,HR,0,1141,0.1957362380830317,0
54,50694,East,Tech,1,1075,0.11245384708819312,0
44,49392,West,Admin,0,1295,0.21957031820808465,0
64,26102,East,HR,1,1127,0.6707659558198893,0
17,42472,East,HR,1,1146,0.2834638627244798,0
33,12504,North,HR,0,976,0.5612386750348306,0
42,44544,West,Tech,0,1476,0.721285150840467,0
56,46530,South,Tech,0,1351,0.6514752613812705,0
27,61671,North,Admin,1,570,0.2071584806397212,0
25,30647,East,HR,1,813,0.00045022605863139636,0
28,27813,North,Admin,0,1067,0.2876826743185148,0
36,75030,North,HR,1,1250,0.934642960076784,1
20,71657,East,Sales,0,788,0.7711750830783418,0
53,58455,West,Sales,0,707,0.34233976498307683,0
23,43110,South,Admin,0,1176,0.9383711257942081,0
54,52225,East,HR,1,1410,0.17450847563520408,0
47,44609,South,Admin,0,1177,0.10221717633107116,0
37,71600,South,Sales,1,778,0.973544869849266,1
40,34405,South,Sales,0,1124,0.5253055922466432,0
42,88398,West,Tech,1,586,0.30974433277568764,0
39,53042,West,Admin,0,620,0.9803290615500888,0
27,55285,West,HR,1,1137,0.21020275882624703,0
48,72702,West,HR,1,1144,0.20940363862261904,0
21,62437,West,HR,0,850,0.40260121309785046,0
22,56288,West,Sales,0,1044,0.47357135480829277,0
20,54284,West,Admin,1,1227,0.5105119216371878,0
69,57436,West,Sales,1,1074,0.8855547328357752,1
54,50849,South,Tech,0,1451,0.902200669140907,0
61,76246,West,Tech,0,842,0.5695029049717292,0
24,59153,South,Tech,1,938,0.8524523657834728,1
41,57846,South,Admin,0,873,0.37572601789928484,0
55,53608,North,Sales,1,1108,0.08820356223646346,0
39,58481,North,Tech,0,1353,0.2050814345275997,0
44,57066,South,Admin,0,1005,0.2479368449577303,0
17,55476,West,Sales,1,1139,0.4471749445062407,0
19,64106,West,Sales,1,584,0.4826958940639062,1
34,45131,North,Admin,0,1036,0.4451127167315415,0
19,71655,East,Sales,0,794,0.772350509300958,0
21,49947,East,Tech,1,365,0.24787955211208862,0
20,45361,North,Tech,0,1315,0.039821759886554654,0
25,61128,North,Tech,1,1373,0.5441854260789442,0
63,51095,North,Admin,1,745,0.472463072952125,0
53,51592,East,Sales,1,725,0.6497791628310742,0
53,40826,West,Admin,0,1338,0.7913624332582333,0
41,58856,North,HR,1,958,0.5086192514131035,1
37,35320,West,HR,0,863,0.4250255957707891,0
42,60913,West,Sales,0,1059,0.021330381560061607,0
55,59817,South,Tech,1,915,0.2201315703477441,0
18,61134,North,Tech,1,1381,0.5033939301421217,0
35,58656,East,Admin,0,1053,0.15324319367610614,0
65,63868,South,Admin,1,647,0.9350091897743936,1
27,57341,North,Tech,1,1067,0.1850066682289911,0
48,39422,South,HR,1,864,0.9278403449485615,0
58,42657,South,Tech,1,975,0.7797276317484158,0
36,55196,West,Tech,0,1004,0.007175141513567424,0
41,48178,East,Sales,1,1174,0.337766824136562,0
34,54339,South,Tech,0,834,0.4272983933354508,0
62,58083,East,HR,1,1013,0.1034304933717993,0
52,59639,East,HR,1,721,0.6395470622535172,1
38,67519,North,Sales,1,1272,0.6750152312264366,1
23,56363,North,Admin,1,991,0.014035564126997968,0
54,41899,North,Tech,1,508,0.7403517278809412,0
48,44613,South,Admin,0,1180,0.04783469379556679,0
52,53361,West,Sales,1,1073,0.03645915191246891,0
55,46861,East,Tech,1,657,0.8727733549056469,0
46,25794,East,HR,0,635,0.6521722525839925,0
53,50418,North,HR,0,764,0.5123248579882508,0
20,65336,South,HR,1,494,0.5136419018475289,1
42,25176,North,Sales,0,674,0.0923431739744188,0
51,62906,East,Tech,1,699,0.22406322406302753,0
47,53370,West,Sales,1,1070,0.019413446410059584,0
16,18901,South,HR,0,366,0.1873306968340479,0
24,55564,South,Admin,0,664,0.3241611174274721,0
53,71137,North,Sales,1,807,0.38650064509318266,0
57,81325,West,Sales,0,1628,0.7423574525618685,0
25,41279,South,Admin,1,965,0.1362806265236473,0
38,30568,East,Sales,0,843,0.21994881368839372,0
52,56204,South,Admin,1,967,0.46064324232581255,0
47,52961,West,HR,0,1222,0.2714251365497069,0
53,44943,East,Admin,0,1094,0.12082718962558951,0
58,52407,East,Tech,0,839,0.16609478226436852,0
26,57619,North,Tech,1,980,0.5931321079659766,1
24,35257,North,HR,1,1149,0.3690452910310351,0
16,57759,West,Admin,0,718,0.813128633422966,0
47,43305,East,Admin,1,1024,0.7072573726098611,0
22,58962,West,Admin,1,1198,0.904138857647124,1
58,16832,East,HR,0,895,0.8112436862150202,0
56,59754,South,Admin,1,131,0.5305640309370698,1
59,50696,East,Tech,1,1073,0.17058262563713925,0
39,29968,South,Tech,0,1176,0.2771707687164258,0
57,54615,North,Tech,1,1263,0.9532061096643253,0
51,38647,North,Admin,1,1221,0.6134036036473836,0
27,56289,East,HR,0,1076,0.14011343663334663,0
48,34677,East,Tech,0,784,0.687415154167847,0
27,42588,North,HR,0,1456,0.25910727540662976,0
59,58895,West,Sales,0,541,0.37508152448209275,0
59,47836,West,HR,1,1370,0.8991395114848699,0
51,55730,North,Admin,1,642,0.5176493035196394,0
32,80204,North,Tech,0,1615,0.10261890658947781,0
34,53355,North,Tech,1,892,0.23459656469372012,0
29,59503,North,Admin,0,1161,1.0,0
54,33201,North,HR,0,1406,0.5162076303074425,0
56,30029,North,HR,1,1576,0.9715360840174599,0
46,48050,West,HR,1,1269,0.5651589945271834,0
43,77736,West,Admin,1,840,0.9790675433381065,1
42,39109,East,Sales,0,1524,0.9186793163827038,0
48,44760,South,HR,0,252,0.5919374090026105,0
34,41849,West,HR,1,819,0.32546006500374935,0
37,33112,East,HR,0,583,0.48170117258878403,0
46,40411,West,Admin,1,462,0.24008055794487929,0
64,25319,North,Sales,0,1542,0.6123892956053607,0
52,24976,North,Sales,0,1859,0.4390977371153012,0
53,63257,South,Admin,1,1047,0.586226363389903,1
42,60912,West,Sales,0,1064,0.0,0
28,46959,East,Admin,0,769,0.0,0
27,30575,North,Tech,1,1356,0.33588489292549945,0
31,67952,North,Tech,1,617,0.9568301991781641,1
52,62237,East,Sales,0,944,0.5052728340391172,0
23,72549,East,Sales,0,1212,0.6774218661301598,0
43,71800,South,HR,0,1134,0.5287735040467324,0
22,68195,South,Admin,0,699,0.0,0
60,53613,North,Sales,1,1117,0.1481019097329906,0
32,50272,West,Sales,0,1263,0.11356529090676436,0
20,35131,North,HR,0,649,0.6463123001880237,0
51,62907,East,Tech,1,706,0.17917290404069758,0
43,42039,East,HR,0,876,0.5182325323381519,0
55,50420,West,Tech,1,1321,0.769700199298268,0
22,59155,South,Tech,1,941,0.8631576494536258,1
22,72940,North,HR,0,540,0.70170301318574,0
54,47489,West,Admin,0,610,0.9459837198143184,0
30,59501,North,Admin,0,1155,0.9364939284098301,0
48,23589,North,Tech,0,1096,1.0,0
65,37240,East,Tech,1,1249,0.5954862398060018,0
41,42157,South,Tech,1,1047,0.11635024083695691,0
26,36527,North,Tech,0,1138,0.1597541423880054,0
41,59460,East,Admin,0,1324,0.3044690170361792,0
59,37948,North,HR,1,1204,0.5940515276903869,0
26,35403,North,Sales,0,1058,0.23782859687227403,0
48,72696,West,HR,1,1151,0.1170780123689328,0
46,40828,West,Admin,0,1336,0.7887215031444994,0
37,47625,East,HR,0,1439,0.6882814395158101,0
48,72556,East,Sales,0,799,0.175480445540202,0
27,57621,North,Tech,1,980,0.5558238658825466,1
45,51797,South,Tech,1,624,0.8965433700596576,0
55,53737,South,Admin,1,1143,0.6446897025452563,0
51,63070,East,HR,0,947,0.7568664871995866,0
47,63863,West,Admin,1,866,0.011280919496291592,0
48,70882,South,HR,0,764,0.5237524198406153,0
59,81131,South,Tech,1,1407,0.2708763574939256,0
42,49437,South,Sales,1,723,0.18481204358386621,0
53,56383,West,Sales,0,1218,0.9297252656744475,0
21,47407,West,HR,0,1633,1.0,0
53,41396,North,Tech,1,392,0.5019205275730186,0
48,27447,West,Admin,1,1063,0.01279347038847958,0
51,33342,North,HR,0,845,0.6706813516583139,0
57,37247,East,Tech,1,1249,0.5743013027054834,0
61,25323,North,Sales,0,1537,0.7173083897521908,0
26,46105,West,Tech,0,665,0.3368679102649813,0
56,31849,South,Admin,1,989,0.46955219511375057,0
47,58154,East,Admin,0,1069,0.47739589042627156,0
39,42159,South,Tech,1,1055,0.06401471788526814,0
67,50515,East,HR,0,1323,0.41639964083478825,0
37,35321,West,HR,0,860,0.3027894911776087,0
45,42152,South,Tech,1,1048,0.0681590112095579,0
35,59708,South,Tech,1,1315,0.4236531601460627,0
57,30034,North,HR,1,1584,1.0,0
55,63256,South,Admin,1,1042,0.5458185520811908,1
25,43443,West,HR,1,955,0.14128026488916406,0
39,46633,South,HR,1,611,0.20109700588789772,0
20,50394,South,Admin,1,1456,0.3781411523582521,0
43,67598,East,Sales,1,1163,0.7610848874469278,1
48,41397,North,Sales,1,809,0.6333476881049833,0
48,67948,North,Admin,0,667,0.8206554464110533,0
22,47717,East,Admin,0,932,0.24589450792595033,0
22,49312,East,Sales,0,1399,0.6035220401395428,0
49,23322,East,Admin,1,1120,0.24387531163069343,0
49,17022,East,Tech,0,824,0.06757934291938368,0
46,65732,East,Sales,0,1112,0.39081427141608793,0
56,56604,South,Admin,0,1133,0.8862996662779599,0
50,58051,South,HR,1,1128,0.38418749314563017,0
58,66584,South,Sales,1,1272,0.29432498280852454,0
24,59503,North,Admin,0,1157,1.0,0
37,77391,East,Tech,1,877,0.43551444279303575,0
31,66091,North,Tech,0,810,0.8654586960496685,0
29,34599,West,Tech,0,985,0.9648563185850121,0
60,56380,West,Sales,0,1218,0.8282846403122721,0
27,39457,North,Admin,1,1033,0.2002413167367313,0
32,55195,North,Tech,0,1163,0.31236304197697645,0
29,60443,North,Admin,1,1967,0.8892920177672182,1
31,84055,West,HR,1,723,0.27248181997132476,0
43,49037,North,Sales,0,1153,0.34715335643718614,0
36,33113,East,HR,0,581,0.4701564681721709,0
25,60515,South,HR,0,961,0.0,0
59,54537,East,Sales,1,594,0.1265455607513194,0
21,44430,South,HR,0,1139,0.22677111670139682,0
33,60474,East,HR,0,1223,1.0,0
60,53516,West,Tech,0,390,0.4051830606191366,0
26,34635,North,Admin,0,642,0.07912540344836304,0
47,48677,East,Tech,0,1044,0.7081297244812346,0
41,26450,South,HR,1,707,0.381906372750781,0
37,55076,West,Tech,1,1183,0.0627079050833843,0
31,29501,North,HR,0,964,0.29827841908716946,0
36,88370,West,Sales,0,1439,0.21544861744255295,0
20,29605,East,Admin,1,939,0.4005979712972705,0
49,50844,South,Tech,0,1444,0.7795153897756142,0
40,7271,South,Tech,1,741,0.8184671077801253,0
26,33450,South,Tech,1,949,0.7240828256111895,0
34,47134,West,Tech,0,1058,0.3349667359898501,0
19,9551,North,Tech,1,785,0.9825916255523595,0
44,52048,East,Admin,1,1005,0.8813230920978107,0
61,69921,South,HR,0,589,0.07813406800211255,0
57,42830,North,Tech,1,1806,0.9919286533369821,0
62,56903,West,Sales,0,747,0.3104890780529298,0
31,57339,North,Tech,1,1065,0.13694184856899955,0
15,34939,East,Tech,1,821,0.5092467073011901,0
66,63868,South,Admin,1,650,0.9207006777950288,1
39,28534,North,HR,0,1154,0.6859829404697807,0
52,86830,South,Admin,0,1064,0.48258665636191733,0
50,38478,East,Admin,1,1062,0.6126743568920131,0
39,11692,South,Tech,0,1196,0.09527206284559571,0
26,45965,South,Tech,0,666,0.7521050120925211,0
52,42241,East,Tech,0,255,0.6657154522451949,0
66,45423,North,Sales,0,1620,0.7349723079653765,0
43,34780,West,HR,1,826,0.8974052768989942,0
58,35910,North,HR,0,1201,0.7183233826731323,0
40,42154,South,Sales,1,838,0.0,0
43,39781,South,Admin,0,1152,0.605437021332681,0
52,58123,North,Admin,1,348,0.9010513587208439,1
23,36150,North,Sales,1,757,0.3914793985793758,0
38,50604,East,Tech,1,953,0.8850804130884112,0
35,48760,East,HR,1,812,0.7041528687263421,0
48,46314,North,Tech,1,1361,0.20753866503062446,0
61,67540,East,Sales,1,1319,0.1641072816972603,0
37,52667,West,HR,1,1451,0.9905095260980599,0
48,38393,East,Admin,0,1147,0.004281681762243153,0
68,37160,South,Tech,1,1092,0.3413362823809049,0
39,67800,West,Sales,1,534,0.28583404374724936,0
53,37742,North,Admin,1,439,0.01250878836107194,0
46,17017,East,Tech,0,816,0.0,0
45,30846,South,Admin,0,1568,0.6605984555855661,0
59,55216,North,Tech,0,927,0.2600877854113611,0
44,59114,West,Tech,0,425,0.5058912420799831,0
16,67417,West,HR,1,1041,0.5371241117048151,0
54,56717,East,Tech,0,877,0.2357732900684448,0
27,49319,East,Sales,0,1396,0.5605366259162144,0
52,39774,East,Tech,0,1382,1.0,0
27,54928,West,Sales,1,1541,0.5017717945180252,0
26,60441,North,Admin,1,1974,0.9102898733047676,1
21,63987,North,Sales,1,905,0.6957887427232852,1
31,58918,East,Sales,0,1147,0.8389945631259377,0
59,33952,West,Tech,0,511,0.862826087719602,0
39,45772,West,HR,1,940,0.18612498995605792,0
18,75538,North,Admin,0,776,0.6907660906809,0
44,42038,East,HR,0,882,0.5882912853514057,0
36,64456,South,Admin,0,1485,0.909430288975551,0
45,68092,South,Tech,1,1133,0.5153172307764055,0
53,51294,North,HR,0,1183,0.29167086238136725,0
47,46400,South,HR,0,371,0.31678965094778416,0
36,50044,East,HR,1,524,0.6943733019309979,0
37,41850,West,HR,1,821,0.3236910091672271,0
19,43352,North,Admin,1,754,0.8959474777559897,0
33,57841,South,Admin,0,871,0.34927014942779927,0
46,48552,South,HR,0,1221,0.6000667404403353,0
38,46624,South,HR,1,605,0.3045644307892037,0
36,47137,West,Tech,0,1054,0.35846045416407163,0
23,46102,West,Tech,0,665,0.33681939096681457,0
36,67808,West,Sales,1,532,0.2701035187216978,0
45,57093,South,HR,0,655,0.4443464055905183,0
60,12922,West,Admin,0,975,0.23700021151012313,0
38,41368,South,HR,0,430,0.5435129091765865,0
34,43483,East,HR,0,823,0.8586200691113506,0
56,67831,North,Tech,1,844,0.10096661444714086,0
17,56449,South,Sales,1,432,0.8860437559828256,1
64,63873,South,Admin,1,641,0.9716915218609454,1
36,66416,North,Sales,1,953,0.44211354567208466,0
26,55935,West,Admin,0,1017,0.9934102165626073,0
49,55917,West,Admin,0,842,0.42901454470872225,0
33,50044,East,HR,1,531,0.7100395835192529,0
41,81128,North,HR,1,775,0.9857779195500314,1
58,55216,North,Tech,0,934,0.20277058896191497,0
39,43013,West,Tech,0,698,0.7228527110922324,0
30,34635,North,Admin,0,642,0.2030016437833632,0
40,53656,East,Sales,1,969,0.670048241029637,0
47,41396,North,Tech,1,397,0.46290571632650196,0
38,23907,North,Tech,1,1214,0.060012107306699064,0
39,20023,East,Admin,0,1108,0.6127920929372316,0
23,27730,West,HR,1,986,0.09561302777971452,0
38,39962,East,Sales,1,792,0.5979924912038227,0
51,58116,North,Admin,1,344,0.8523604327562806,1
21,56288,West,Sales,0,1035,0.35649752456415285,0
16,49422,North,HR,0,1312,0.862002262699873,0
56,42130,West,Sales,1,1228,0.8340096990435698,0
30,36218,South,Tech,0,1049,0.5089323160501901,0
59,73656,East,Sales,1,895,0.6608187491644655,1
55,46117,East,HR,0,658,0.10940743624629803,0
43,61565,East,HR,1,610,0.2666076831363775,0
14,63425,West,Admin,1,1121,0.12052781023827279,0
60,29774,South,Tech,1,738,0.6830388722180145,0
40,50434,East,Tech,0,906,0.5341740187948627,0
60,37730,South,HR,0,1088,0.5583595434975613,0
60,28964,North,Tech,1,609,0.3012944769417165,0
22,50396,South,Admin,1,1453,0.40466583382021515,0
32,52694,East,HR,0,526,0.25149130115443613,0
23,74113,North,Admin,0,1065,0.8158329784513662,0
23,50447,West,Admin,0,860,0.6169147931861698,0
62,45421,North,Sales,0,1624,0.766515229377158,0
39,53163,West,Admin,0,785,0.8541373324419743,0
38,40945,East,Sales,0,1188,0.8230755585332871,0
51,68276,West,Admin,1,1431,0.09673721605424222,0
22,34660,North,Tech,0,1281,0.6171024753107033,0
36,57940,West,Sales,0,1561,0.6809510098704519,0
22,44444,East,HR,0,1189,0.8752398788685166,0
45,67513,North,Sales,1,1270,0.5450224138398095,1
50,41397,North,Sales,1,811,0.5987095287247598,0
41,34875,North,Tech,0,923,0.1052476859625475,0
62,47406,West,Admin,0,825,0.9071951875511742,0
27,51881,East,HR,0,1027,0.2125160839640168,0
38,63052,East,Tech,1,538,0.9523877179490636,1
54,51145,North,HR,1,972,0.35050321447968946,0
39,42260,West,Admin,0,1394,0.44005969126669786,0
63,51328,West,HR,0,946,0.6064720362434869,0
57,60219,East,Sales,1,533,0.3413047092715186,0
21,47100,North,Admin,1,1506,0.9932152693123023,0
43,41538,East,HR,0,724,0.6580089743805718,0
16,55660,East,Tech,0,840,0.6735473357418148,0
31,12511,North,HR,0,975,0.6035419143769353,0
51,75169,East,Tech,0,968,0.19165831651207063,0
23,61384,West,HR,1,1359,0.5679868913942041,1
52,41727,West,Tech,0,606,0.3684214244967892,0
23,55611,West,HR,1,1304,0.4076986725188385,0
42,27713,East,Sales,0,885,0.16865438574702946,0
21,23474,North,Tech,1,1159,0.3357212943729544,0
35,69935,East,Tech,1,1181,0.15485045759084534,0
67,38138,South,Admin,0,486,0.34882043047232514,0
51,28034,East,Admin,0,784,0.6025467495313231,0
51,44420,West,HR,1,1233,0.14098458290933552,0
17,34933,East,Tech,1,823,0.4873216612465088,0
38,46286,South,Tech,0,1032,0.11215288101256447,0
61,54908,South,Sales,1,643,0.30166524295364217,0
51,55918,North,HR,1,952,0.7830111133048254,1
44,49771,West,Sales,1,910,0.2961330564243495,0
62,42839,North,Tech,1,1806,0.9639624237865704,0
31,44177,East,Admin,0,663,0.5123003814457803,0
47,30325,South,HR,0,648,0.8041134741293819,0
44,71799,South,HR,0,1132,0.6227217631758865,0
30,54340,South,Tech,0,836,0.47203663190495787,0
61,38029,South,HR,0,1044,0.7609233311385496,0
23,72520,South,Tech,1,911,0.8485839919718188,1
17,66184,North,Tech,1,1187,0.3766970203245686,0
24,44525,South,Sales,0,925,0.8204228227699704,0
18,34935,East,Tech,1,821,0.5303883181327538,0
22,55655,East,Tech,0,834,0.6924648451442789,0
55,60883,West,Admin,0,977,0.8085022227267595,0
61,56805,South,Tech,0,1365,0.28528642293056045,0
18,45572,West,Admin,0,472,0.06175794580390242,0
25,50279,East,Tech,0,818,0.4381662626073116,0
46,46144,East,Sales,1,999,0.6812482940957562,0
44,49635,North,Tech,1,731,0.9094850160406497,0
24,61670,North,Admin,1,568,0.3463460148631292,0
25,45971,South,Tech,0,668,0.76563561005026,0
48,45194,West,Tech,0,1228,0.16682074214402154,0
35,69075,North,Tech,1,1118,0.7422279844591765,1
38,50275,West,Sales,0,1260,0.017565474071957653,0
29,59198,East,Tech,1,1050,0.10179534873561769,0
38,70462,West,Tech,1,1611,0.9465323933591784,1
45,51791,West,HR,0,1092,0.28562648944313823,0
46,40344,South,Sales,1,1573,0.34812129380886253,0
63,66757,East,Admin,1,475,0.26329339262504553,0
42,32447,West,Admin,1,1073,0.30411077520250585,0
25,33205,East,Sales,1,597,0.9269619472753433,0
57,49181,North,HR,0,929,0.12671789671468464,0
50,53365,West,Sales,1,1070,0.0,0
22,84361,North,Tech,1,639,0.18636912064544045,0
25,47622,East,Tech,0,1090,0.07641424331561612,0
46,66206,West,Tech,0,1020,0.20776754782110762,0
34,49134,West,Sales,1,820,0.9016420240904989,0
30,50858,South,Tech,1,749,0.8547647107876831,0
44,41718,East,HR,1,1063,0.48333462314660414,0
25,65358,West,Sales,1,1122,0.9874509499569054,1
58,58398,East,Sales,0,712,0.6041518548731273,0
19,44381,West,Sales,0,1512,0.6423298937888948,0
21,40642,North,HR,0,1336,0.874101693239023,0
32,61020,North,HR,0,874,0.0,0
30,52258,West,Tech,1,1332,0.4393851992137602,0
46,63860,West,Admin,1,861,0.04469204367198045,0
69,66372,North,Admin,0,938,0.8732536181823108,0
29,47910,North,Tech,0,690,0.8347863382412792,0
21,64763,North,Sales,0,1129,0.7491407390412032,0
39,43009,West,Tech,0,701,0.7210954341897586,0
48,39426,South,HR,1,858,1.0,0
33,57213,East,Sales,0,1289,0.8985125607392465,0
26,42073,North,HR,1,1005,0.054098052237419265,0
34,50232,South,Admin,1,948,0.550673858397827,0
28,44175,East,Admin,0,661,0.5955883980260641,0
26,49171,West,Sales,1,1253,0.7929114036841877,0
38,61195,North,Admin,1,768,0.06754952132247119,0
17,48512,North,Admin,0,593,0.36310631829715667,0
37,65473,West,Admin,0,444,0.16248527925980394,0
45,67861,East,Sales,0,1749,0.8672417339969118,0
35,45649,West,Tech,1,978,0.9401906355101209,0
49,73688,North,Tech,0,893,0.23895022088966,0
50,38227,West,Admin,0,1179,0.9703772753395016,0
30,66409,North,Sales,1,957,0.5495690409291029,0
26,40918,South,Tech,1,1366,0.9446778292584882,0
24,30580,North,Tech,1,1349,0.21720544162934086,0
23,41618,East,HR,0,1290,0.5677898730090485,0
30,43561,South,Admin,1,882,0.9403893960588007,0
63,40851,North,Tech,1,879,0.3006568535148871,0
58,48108,North,Sales,0,1491,0.15727039686523636,0
14,62262,North,Tech,0,248,0.9084915615619414,0
37,20508,South,HR,1,1085,0.8470325971146428,0
32,67236,South,Sales,0,1261,0.5270443564499026,0
